timestamp,pm2.5,DEWP,TEMP,PRES,Iws,Is,Ir,cbwd
2011-10-09 05:15:27,21.0,1,15.614586148,1013.330423,200.1022000000006,2,21.220000000001164,SE
2010-05-13 23:41:01,95.0,-3,0.598783629,1025.38145,4.3,2,1.0,NW
2011-03-03 19:54:18,101.0,-3,0.667124252,1020.648089,0.9,2,4.0,NE
2012-12-13 21:06:32,260.0,18,14.797212027,1004.694291,1.17,1,3.0,cv
2013-05-18 04:08:16,323.0,19,26.690869832,1001.087285,5.26,1,4.0,SE
2011-06-30 19:40:31,4.0,-28,1.292214972,1038.611881,29.51,18,3.0,cv
2012-03-23 04:50:09,47.0,17,22.911703528,1008.198689,13.97,1,8.0,SE
2013-11-27 22:34:45,21.0,-21,-3.596131895,1018.693766,6.87,1,3.0,NW
2013-04-30 05:49:19,306.0,8,8.701515208,1018.254826,1.7,1,1.0,SE
2010-10-10 22:11:04,267.0,18,26.971295079,1006.905642,0.92,1,1.0,SE
2013-08-28 23:36:37,54.0,-16,-1.085829349,1029.419142,3.33,3,7.0,cv
2010-02-09 17:42:41,71.0,-7,7.373567443,1017.181067,8.48,16,2.0,cv
2013-07-28 07:19:40,39.0,2,21.549749041,1020.295577,51.43,11,8.0,SE
2013-11-17 18:32:44,64.0,-15,-1.232775557,1016.899801,14.8,1,5.0,NW
2010-04-22 17:28:24,29.0,-8,2.027932664,1015.998471,103.84,15,5.0,NW
2010-01-28 18:29:14,87.0,16,19.740652676,1014.26342,0.89,3,1.0,cv
2010-09-14 16:11:30,104.0,-6,3.257023422,1019.69575,4.87,4,10.0,SE
2014-10-22 06:50:27,12.0,0,15.903207568,1014.665204,117.43,3,11.0,NW
2010-11-22 14:53:24,34.0,26,36.835553801,994.79355774,0.9,1,4.0,NW
2011-12-26 15:21:13,59.0,12,19.746065345,1006.579373,1.53,23,11.0,SE
2011-06-26 04:17:36,82.0,-8,-5.658463242,1024.233806,4.75,4,6.0,NE
2013-10-26 19:21:20,37.0,8,7.986480153,1010.77949,74.12,1,9.0,NW
2010-05-16 07:29:35,134.0,14,9.207388064,1009.402075,11.27,2,9.0,NW
2011-10-17 03:45:46,104.0,21,25.42097587,1005.324745,22.67,2,8.0,SE
2010-04-22 01:20:23,66.0,2,4.955273047,1016.295745,1.45,14,6.0,cv
2012-02-22 12:26:29,66.0,-7,17.371206899,1012.377177,28.11,5,1.0,cv
2014-11-10 23:58:44,1.0,-14,20.210997411,1019.247746,11.04,1,9.0,NW
2014-01-31 21:56:44,64.0,1,6.645317602,1026.772462,98.63,3,2.0,SE
2011-11-24 14:57:26,41.0,12,31.846069419,1001.938009,6.67,1,0.0,cv
2014-06-23 09:21:04,32.0,12,15.261751076,1024.86638,20.28,13,4.0,cv
2010-12-01 21:10:47,338.0,16,17.047073247,1010.548362,4.31,12,1.0,cv
2014-05-21 17:18:36,27.0,22,36.630990094,1002.414413,2.32,1,15.0,SE
2010-01-23 19:59:20,160.0,-5,-0.138085166,1023.476891,7.26,1,8.0,cv
2013-08-06 03:12:21,114.0,20,27.243536554,1009.711905,0.97,16,18.0,SE
2010-02-08 20:56:22,31.0,5,15.210086029,1014.871221,3.47,5,4.0,SE
2012-11-26 02:29:30,15.0,15,32.282475526,1015.147779,66.75,1,3.0,SE
2013-08-30 00:47:03,142.0,24,29.799188256,1001.122006,1.82,19,15.0,SE
2013-11-23 10:35:04,90.0,17,19.43565944,1012.484284,2.3,1,5.0,SE
2010-01-31 21:06:56,44.0,-1,9.278568054,1024.252458,0.91,1,3.0,NE
2014-04-03 02:21:33,281.0,14,30.12105407,1001.229554,43.72,1,3.0,SE
2014-09-26 12:41:25,80.0,8,21.897124575,1017.14472,2.38,1,10.0,SE
2012-04-05 19:24:16,130.0,-10,-1.706938369,1023.99101,5.86,8,2.0,NW
2012-08-08 00:58:59,60.0,21,31.121502438,1001.257225,0.89,1,4.0,SE
2014-11-04 07:34:21,179.0,21,10.884719738,1018.883675,0.89,7,4.0,NW
2013-06-24 05:14:02,56.0,22,34.809028191,995.649699,2.15,3,9.0,SE
2012-08-15 21:51:54,194.0,-11,-3.600440252,1019.638777,0.91,7,1.0,cv
2010-03-01 02:22:22,319.0,-6,0.808568012,1020.084356,3.52,2,5.0,SE
2012-01-11 02:22:38,104.0,23,31.380221909,999.82,35.17,1,5.0,SE
2010-11-29 09:24:05,25.0,3,24.577070174,1000.342158,3.28,1,1.0,NE
2014-03-17 12:37:43,117.0,17,28.644727232,1006.782223,2.54,2,1.0,SE
2012-08-30 02:15:29,38.0,10,17.261398446,1017.651179,27.74,1,10.0,NW
2010-02-05 13:55:11,365.0,-3,-7.261454793,1030.289224,9.85,11,3.0,SE
2014-11-17 00:13:54,53.0,8,16.516609646,1013.295152,13.96,5,6.0,NW
2012-07-23 13:01:19,59.0,-6,3.526487378,1019.879087,0.9,1,5.0,NW
2012-01-12 01:56:13,17.0,1,0.678576796,1025.327271,6.18,5,13.0,NE
2011-05-19 00:26:45,22.0,-8,-4.28249422,1034.406086,30.46,9,13.0,NW
2014-06-20 01:28:21,73.0,5,7.259881015,1021.392935,1.23,8,5.0,NW
2013-09-07 10:33:44,192.0,1,12.154458777,1000.932242,4.08,2,1.0,SE
2014-03-08 03:16:08,32.0,-14,0.369003606,1025.879568,2.01,3,7.0,NW
2013-07-25 20:30:03,58.0,8,23.127322347,1020.475161,10.82,7,8.0,NW
2012-08-01 02:35:10,56.0,16,24.987422632,1015.056459,29.97,3,4.0,cv
2013-05-20 19:22:42,316.0,17,27.762554515,1009.662945,3.21,15,1.0,SE
2014-04-26 20:45:46,31.0,-2,24.033544133,1013.664121,74.55,2,1.0,SE
2013-04-21 06:58:23,13.0,-18,-5.946847782,1034.057038,11.74,5,4.0,NE
2013-08-20 22:27:58,79.0,-4,18.554741005,1010.957892,15.99,2,3.0,cv
2011-10-04 14:25:01,182.0,-20,-1.535803934,1025.150419,0.89,2,4.0,SE
2011-01-31 03:28:42,58.0,20,22.873508133,995.669133,0.93,2,3.0,SE
2013-11-05 03:29:26,117.0,17,24.808921042,1001.810187,1.2,5,1.0,SE
2014-02-15 07:23:53,35.0,24,34.249211656,1006.969398,1.71,2,7.0,SE
2012-07-01 15:49:12,212.0,15,25.752463229,1016.095103,0.92,1,0.0,SE
2013-01-06 16:05:15,3.0,17,33.282145024,1010.943103,64.74,6,7.0,cv
2010-11-05 05:23:39,81.0,15,25.338259176,1011.792581,0.95,1,5.0,NW
2013-04-14 14:42:48,332.0,7,12.282343933,1010.799897,2.95,14,12.0,NW
2012-06-18 04:56:39,119.0,-2,8.410584471,1010.730905,6.76,2,1.0,SE
2012-09-16 18:29:24,68.0,-16,-2.67422805,1027.550044,1.09,1,0.0,NE
2012-11-27 08:25:33,15.0,-5,13.524881394,1010.878725,74.65,1,4.0,cv
2011-01-20 14:04:55,105.0,-2,5.493853232,1026.539642,0.91,11,1.0,NE
2014-10-03 15:21:44,67.0,-8,2.290475267,1018.659752,9.45,7,0.0,SE
2013-05-05 08:55:09,27.0,-11,-2.040331416,1031.824023,6.7,1,10.0,NE
2013-12-20 06:34:36,92.0,16,21.098909489,1008.967815,5.22,6,5.0,SE
2012-01-13 11:02:38,12.0,16,21.058130625,1006.748996,21.34,1,2.0,NW
2012-08-14 16:41:51,77.0,2,10.824007741,1010.279046,30.84,1,0.0,SE
2011-03-09 17:34:50,163.0,1,10.329534673,1013.775487,132.73,7,3.0,cv
2011-09-20 04:53:51,23.0,12,31.057878001,1001.549051,77.72,22,8.0,SE
2010-06-09 07:17:40,18.0,19,23.315271525,1017.760025,1.64,2,21.220000000001164,cv
2011-12-08 13:17:06,11.0,-14,7.683414709,1031.991515,18.11,10,0.0,SE
2013-01-12 18:28:06,264.0,21,32.572218092,1001.191523,11.84,7,3.0,SE
2014-10-16 12:07:19,211.0,26,37.399655964,994.79355774,1.63,1,0.0,NW
2013-06-07 07:20:21,35.0,13,20.124022893,1009.774331,12.65,1,10.0,NE
2010-12-12 13:50:38,114.0,10,16.93075107,1014.876687,2.57,4,4.0,SE
2010-03-21 11:33:54,37.0,19,21.380099057,1007.437545,6.53,1,7.0,NW
2014-09-19 23:09:03,255.0,9,20.652052756,1009.707251,1.56,1,2.0,SE
2013-10-08 08:59:54,49.0,1,16.972358529,1007.001901,1.55,3,1.0,SE
2012-10-27 02:37:00,36.0,0,10.549942528,1009.735064,10.27,1,4.0,NW
2012-12-13 20:29:30,116.0,18,24.426023259,1009.84235,7.68,1,5.0,NW
2013-05-07 14:24:24,133.0,1,9.546280207,1022.207934,57.53,1,4.0,cv
2011-10-23 03:37:35,13.0,-10,-0.737851003,1023.644371,0.91,13,2.0,NW
2014-04-03 01:51:10,39.0,3,14.15546682,1009.51022,5.67,14,11.0,SE
2010-11-08 07:16:45,149.0,-13,-5.995527203,1029.927019,0.9,3,8.0,NW
2012-08-02 06:39:03,75.0,7,16.152776462,1015.632109,1.88,2,2.0,SE
2014-10-31 00:39:03,80.0,12,16.993665797,1016.70072,23.61,4,11.0,NE
2011-01-29 17:10:18,251.0,-9,-9.675373269,1037.836553,33.87,1,8.0,NE
2010-01-07 16:39:38,170.0,-26,-5.384786287,1033.453787,41.28,11,6.0,NW
2014-02-07 17:43:29,55.0,20,33.554451336,1005.191851,0.97,15,1.0,SE
2010-03-13 17:42:52,159.0,5,11.669459756,1009.888098,0.9,10,17.0,NW
2010-09-16 00:48:56,128.0,-1,12.178842776,1024.560117,1.66,2,9.0,NW
2011-09-25 21:49:04,39.0,20,26.849163768,1005.702929,3.11,1,2.0,SE
2013-03-16 14:59:37,38.0,14,15.272589319,1005.568078,1.55,10,2.0,NW
2014-05-28 20:25:24,139.0,4,9.845829768,1006.172415,40.15,2,13.0,NW
2011-12-07 20:41:32,309.0,23,23.441786964,998.051269,9.63,5,5.0,NW
2010-10-05 04:45:19,58.0,-19,3.683645359,1023.525841,4.41,3,4.0,cv
2012-03-26 18:44:41,78.0,1,1.165824896,1031.957384,2.5,8,19.0,SE
2014-10-07 18:17:50,12.0,5,21.083816165,1015.238412,2.08,13,10.0,SE
2012-08-05 23:48:30,14.0,-32,1.07248005,1026.831748,1.84,1,1.0,cv
2013-09-11 09:34:32,206.0,18,15.172305565,1000.972178,0.91,1,3.0,NW
2010-01-18 18:20:42,10.0,5,12.734390984,1013.821317,107.49,2,15.0,SE
2010-03-25 13:20:48,5.0,-11,7.487521581,1033.046623,13.24,11,21.220000000001164,NW
2012-07-31 08:59:04,71.0,-14,-4.333112269,1034.470777,1.23,13,7.0,SE
2011-03-25 11:27:53,118.0,21,20.736911502,1009.217616,28.45,19,12.0,SE
2013-02-14 02:09:01,63.0,18,22.013767518,1008.725879,5.65,8,3.0,NW
2011-07-09 12:30:30,77.0,24,31.463727991,1006.112712,0.93,1,12.0,cv
2011-12-09 16:08:37,128.0,-14,0.647588704,1030.463251,67.5,8,6.0,SE
2010-02-11 03:07:35,325.0,7,-1.464223139,1018.914051,3.35,8,7.0,SE
2014-07-25 18:01:58,52.0,7,20.245611792,1014.414917,45.97,8,1.0,cv
2011-08-01 10:51:16,140.0,10,15.450246618,1022.244403,37.42,23,1.0,SE
2013-08-21 13:48:11,11.0,-16,-3.893713207,1020.445796,5.15,5,21.0,cv
2011-09-16 08:49:55,72.0,-30,-11.807113845,1040.0715666400001,21.74,1,5.0,NW
2011-08-05 18:41:08,72.0,16,23.314559783,1011.72497,0.97,18,0.0,SE
2010-04-08 04:35:06,96.0,-12,0.00244516,1026.870796,5.27,6,0.0,cv
2014-07-25 21:50:33,62.0,4,26.308194201,1019.293319,2.69,2,3.0,NW
2013-09-14 04:25:47,121.0,19,22.97631378,1017.93517,0.98,1,5.0,SE
2012-08-01 15:34:59,68.0,13,21.297968698,1006.964472,2.63,1,1.0,SE
2010-10-21 12:05:30,70.0,-7,3.577027104,1027.586433,13.76,4,5.0,SE
2012-11-25 08:45:26,211.0,-9,0.669657044,1021.784436,1.46,16,1.0,NE
2013-04-21 06:33:10,152.0,10,17.986595359,1009.15442,35.98,1,8.0,SE
2011-05-22 17:42:26,107.0,-12,-1.838314411,1028.173701,1.36,8,2.0,SE
2012-01-14 05:25:36,132.0,26,37.206857357,994.79355774,34.41,11,3.0,SE
2010-06-15 06:14:52,152.0,25,30.06007612,999.952387,2.25,10,2.0,SE
2012-10-01 17:03:17,350.0,14,18.769847059,1014.558914,3.89,3,8.0,NW
2011-10-03 07:24:01,66.0,-21,-2.086582666,1026.339287,9.76,2,5.0,NE
2011-05-13 11:40:47,64.0,1,22.104003468,1012.165094,30.49,18,1.0,cv
2012-03-15 12:25:24,86.0,-9,-9.263094842,1035.775958,1.32,21,3.0,NW
2010-09-11 02:22:16,193.0,10,4.134929035,1013.409181,17.38,4,7.0,NW
2012-03-27 11:48:16,288.0,-11,-3.971165518,1035.535041,15.03,2,7.0,NW
2014-03-02 22:42:03,30.0,25,33.114627794,1001.674585,2.34,3,8.0,cv
2012-12-09 19:30:19,106.0,2,14.870468653,1022.035854,60.47,5,1.0,cv
2012-11-01 21:45:06,203.0,22,23.666657479,1010.396368,18.95,4,8.0,NE
2012-01-28 09:42:41,78.0,2,10.477984136,1013.53987,3.19,5,4.0,cv
2010-01-26 02:15:25,66.0,-15,9.687292138,1010.820025,33.94,6,21.0,SE
2013-09-08 04:17:07,584.0,8,6.298021676,1018.725915,111.38,9,2.0,SE
2013-02-03 17:34:47,91.0,11,17.425091837,1007.69113,13.44,2,2.0,SE
2011-10-20 16:30:46,274.0,3,3.145661661,1025.190785,1.85,3,2.0,SE
2010-02-27 12:25:23,87.0,18,19.673044213,1013.36929,32.26,5,1.0,NE
2011-09-29 14:35:35,89.0,-2,2.917718364,1033.232262,7.58,6,4.0,SE
2010-04-12 12:13:34,102.0,8,17.290100589,1001.283321,3.9,1,9.0,cv
2011-09-11 20:06:30,254.0,12,11.869764317,1013.153681,4.3,1,3.0,SE
2014-01-19 05:55:32,189.0,24,29.99607652,1006.833708,2.29,1,7.0,cv
2014-10-14 06:02:18,46.0,15,19.546656561,1003.874847,1.4,4,10.0,cv
2013-10-21 03:59:50,86.0,-21,-0.064241692,1030.919752,0.91,1,3.0,NW
2011-02-18 11:50:37,20.0,5,19.965939657,1009.122541,19.35,8,4.0,NE
2011-01-31 14:39:27,21.0,-2,12.176135179,1017.849011,29.98,2,0.0,cv
2013-05-31 12:39:11,218.0,22,22.681856756,1002.744241,0.9,7,1.0,NW
2010-06-06 07:27:58,55.0,-7,4.825837796,1022.898335,1.5,4,2.0,SE
2010-01-05 16:47:51,145.0,15,13.686280799,1007.413764,4.67,4,6.0,NW
2013-04-13 19:26:08,114.0,-21,-8.170385942,1019.547067,1.06,9,3.0,NE
2012-02-23 10:09:48,58.0,7,0.732411028,1018.825662,2.82,1,3.0,NW
2012-03-25 10:31:21,70.0,-20,-1.105493231,1033.645939,17.0,5,6.0,SE
2014-04-12 19:16:07,103.0,11,23.655501603,1006.498753,0.89,3,3.0,cv
2014-08-08 03:58:44,148.0,19,20.360895877,1005.940926,2.12,15,9.0,SE
2010-05-17 17:43:18,39.0,3,5.223584281,1014.202916,0.9,1,5.0,cv
2010-07-23 11:21:57,137.0,-4,10.172508699,1019.689284,135.02,2,1.0,SE
2012-07-28 10:13:32,100.0,9,16.745146251,1003.331613,8.03,1,11.0,NW
2013-01-13 03:44:24,7.0,-7,13.497278807,1022.273391,14.06,1,0.0,SE
2010-06-15 19:04:02,190.0,2,9.203757639,1010.138222,4.43,1,2.0,SE
2010-01-28 07:45:38,188.0,-1,8.370609965,1026.641985,1.05,17,1.0,cv
2011-10-14 23:13:27,69.0,20,36.486495314,998.044763,1.49,1,14.0,SE
2011-04-10 10:26:36,12.0,-5,9.77857758,1017.113448,1.59,1,7.0,NW
2011-05-26 13:34:52,190.0,-14,0.463946163,1020.201456,26.03,2,5.0,NW
2010-06-03 13:47:10,56.0,-12,-3.916954038,1032.883583,16.32,2,2.0,NW
2013-04-14 03:43:22,164.0,24,28.141177736,1003.745956,0.97,20,1.0,cv
2011-04-11 16:31:22,51.0,24,24.918061234,1008.321734,2.96,2,5.0,SE
2011-11-15 03:56:08,20.0,-2,0.907329569,1025.227104,45.03,3,16.0,NW
2013-06-02 12:36:40,3.0,3,7.040148197,1022.710432,3.27,6,21.220000000001164,SE
2010-01-22 10:09:46,297.0,15,17.239221182,1006.840009,29.19,1,2.0,SE
2013-09-04 17:15:59,116.0,18,29.097515954,1003.908401,55.45,1,7.0,SE
2010-07-07 18:42:53,209.0,-12,-2.177746023,1025.812859,19.68,3,4.0,SE
2014-09-07 14:27:37,115.0,22,28.570662482,1007.33977,0.89,1,8.0,NW
2011-12-25 19:12:04,426.0,15,27.80178225,1002.872665,5.63,1,0.0,SE
2013-03-28 04:33:56,29.0,4,21.76494319,1010.425598,4.25,11,2.0,cv
2012-01-26 14:12:47,12.0,10,17.792248696,1009.993041,1.14,4,8.0,NW
2011-09-24 15:19:28,89.0,-1,22.239506322,1004.197442,3.88,1,2.0,SE
2014-11-24 18:22:15,246.0,16,23.03496768,1017.003184,5.32,1,1.0,SE
2011-10-26 06:54:00,27.0,-14,1.000559044,1022.956628,20.72,3,4.0,cv
2010-12-19 10:26:49,42.0,-14,8.165459565,1019.486764,1.95,17,1.0,NW
2012-01-02 13:19:36,192.0,10,11.015664304,998.088458,4.73,2,20.0,NW
2014-06-02 09:01:55,56.0,-6,18.074188664,1020.75474,59.44,4,2.0,NW
2013-09-01 13:30:58,22.0,-28,-6.509828921,1026.094177,10.72,7,2.0,cv
2014-11-06 07:54:04,251.0,23,28.582857524,1002.831713,1.06,6,1.0,SE
2010-09-26 19:45:09,134.0,-2,0.650184021,1019.560536,1.26,7,1.0,NE
2011-09-19 19:45:16,177.0,10,5.969832934,1023.527841,0.97,10,6.0,cv
2012-07-31 11:50:39,85.0,-6,10.525876072,1018.235996,1.63,2,1.0,NW
2014-04-17 18:29:36,22.0,18,32.494138557,1009.211757,129.14,10,2.0,SE
2010-11-04 15:16:25,61.0,18,9.33339937,1006.831409,44.69,1,11.0,NE
2011-05-27 09:31:53,79.0,-22,1.72384684,1032.891046,39.42,4,1.0,NW
2013-03-23 08:49:44,16.0,14,28.815283302,1018.800049,73.59,9,0.0,SE
2011-12-27 21:29:04,155.0,4,13.560701864,1017.876088,1.05,18,2.0,NW
2013-05-22 23:38:18,21.0,-12,5.747126001,1023.628282,111.16,1,2.0,SE
2010-11-16 01:02:34,66.0,4,10.187522004,1014.54126,3.58,3,9.0,SE
2013-07-18 15:46:33,303.0,19,18.40591689,1006.305,1.02,1,4.0,NE
2013-07-08 09:41:54,93.0,16,20.002798101,1001.278815,0.89,1,13.0,SE
2011-07-26 15:02:48,214.0,8,23.128644897,1010.071581,3.97,3,0.0,SE
2011-12-04 08:13:09,83.0,11,15.45640493,1009.772037,7.13,1,0.0,SE
2012-02-10 19:53:14,108.0,-11,-3.246946987,1033.537878,10.96,2,8.0,NW
2011-06-27 17:56:16,50.0,10,23.976329536,1006.895564,65.69,4,6.0,cv
2014-06-07 01:02:51,87.0,20,22.481612276,1012.605137,10.79,2,2.0,NW
2011-04-28 14:30:11,125.0,8,3.266402555,1026.727321,7.62,13,4.0,SE
2013-11-07 13:47:47,44.0,10,17.825903053,1000.829806,3.11,2,5.0,NW
2013-02-27 14:55:05,25.0,-28,0.371505667,1024.242564,140.05,3,9.0,SE
2010-08-27 09:31:38,364.0,3,8.858471501,1018.443119,1.08,1,1.0,SE
2010-07-05 01:17:50,65.0,18,25.126317917,1007.753772,49.59,3,8.0,SE
2011-01-18 14:50:24,45.0,4,10.080170826,1016.208954,200.1022000000006,8,12.0,NW
2013-06-06 08:59:27,30.0,10,21.12183123,1020.702324,23.78,13,11.0,NW
2010-04-20 17:10:46,253.0,11,11.491092072,1010.698086,7.89,1,2.0,NW
2014-04-05 18:36:48,228.0,0,7.844244325,1022.091978,5.29,2,1.0,SE
2011-09-09 23:57:54,14.0,4,17.597319975,1004.734167,18.66,1,5.0,NW
2010-06-01 20:27:27,4.0,-29,-7.229774159,1031.960696,23.9,3,5.0,NE
2010-11-20 10:58:25,175.0,-5,4.630857423,1022.783768,3.9,1,4.0,cv
2010-10-25 23:04:36,16.0,0,15.050077268,1005.865267,1.68,2,2.0,NW
2013-01-20 12:24:26,153.0,23,27.19149616,1003.610615,14.8,3,5.0,cv
2014-08-30 03:48:39,57.0,13,18.780346668,1014.922576,8.4,10,6.0,NW
2013-10-01 21:36:49,108.0,-7,-3.657859505,1020.775288,5.12,2,10.0,SE
2012-10-01 14:51:39,80.0,-16,-1.052983453,1031.959091,2.44,2,3.0,cv
2012-10-03 20:37:45,116.0,10,14.973330193,1006.764048,5.03,6,3.0,SE
2013-01-16 11:08:59,73.0,4,28.946477826,1004.37122,79.23,1,2.0,NW
2014-06-22 00:47:26,46.0,7,17.06066172,1015.738413,10.23,2,1.0,NW
2014-05-04 23:32:01,57.0,-12,9.092046453,1022.306993,22.74,5,0.0,SE
2010-03-18 06:04:47,191.0,3,7.901379478,1012.542641,1.57,1,0.0,NW
2012-03-05 09:57:50,61.0,10,15.035751387,1005.18278,200.1022000000006,1,11.0,NW
2011-11-25 02:46:50,12.0,10,5.686074468,1017.015185,1.14,2,8.0,NE
2011-11-02 06:01:38,86.0,8,20.596698762,1009.513937,0.89,14,3.0,SE
2010-04-11 22:20:55,192.0,5,13.547744324,1008.823897,13.17,1,3.0,NW
2011-12-03 19:55:35,169.0,21,7.228022523,1020.739633,0.99,3,3.0,NW
2012-06-27 07:20:13,34.0,-7,4.084715937,1025.90299,190.42,17,9.0,NE
2014-06-29 09:59:29,6.0,-10,15.811365291,1022.255402,5.89,1,4.0,NW
2014-07-16 08:59:04,69.0,7,12.567332759,1022.791821,46.84,9,1.0,cv
2013-08-28 14:25:15,47.0,7,21.261283911,1009.647369,2.73,4,0.0,NW
2012-07-06 10:46:35,26.0,-2,11.596034068,1021.253872,2.41,1,14.0,NW
2011-02-19 19:47:18,115.0,0,2.591809145,1013.751934,1.75,3,5.0,cv
2012-02-06 16:03:17,31.0,15,19.596005458,1005.082548,27.14,1,11.0,NW
2014-08-03 23:48:59,93.0,16,27.891674097,1013.967564,40.01,3,3.0,NW
2013-07-03 06:41:56,51.0,-5,-3.82177811,1027.166891,5.83,7,1.0,cv
2010-06-02 13:04:04,46.0,8,17.696377444,1015.732155,1.6,16,9.0,cv
2011-03-13 14:25:07,91.0,-2,6.593841928,1011.063949,0.9,21,4.0,NW
2012-12-02 17:11:33,124.0,-25,-6.95528844,1032.839243,12.43,5,12.0,NW
2014-04-17 20:08:36,27.0,11,14.862173918,1021.12249,1.88,3,12.0,SE
2011-04-28 13:41:46,109.0,3,15.806429486,1010.561589,31.96,4,1.0,SE
2013-04-06 02:32:22,68.0,24,27.045358353,998.714893,2.62,1,9.0,cv
2011-08-01 03:14:34,28.0,7,13.273365171,1020.960517,10.46,2,3.0,NE
2010-12-10 21:45:15,28.0,-26,-6.751975876,1028.129453,20.14,4,7.0,cv
2012-03-23 00:49:58,39.0,20,36.343233077,997.195242,61.65,1,17.0,cv
2012-12-07 01:51:59,64.0,-1,26.633827327,1006.323319,3.11,1,2.0,SE
